   5.0000000e+00	  -2.4186627e+03	   1.0000000e+00	
   1.0000000e+01	  -2.4173623e+03	   1.0000000e+00	
   1.5000000e+01	  -2.4152776e+03	   1.0000000e+00	
   2.0000000e+01	  -2.4134449e+03	   1.0000000e+00	
   2.5000000e+01	  -2.4129433e+03	   1.0000000e+00	
   3.0000000e+01	  -2.4137134e+03	   1.0000000e+00	
   3.5000000e+01	  -2.4149162e+03	   1.0000000e+00	
   4.0000000e+01	  -2.4157690e+03	   1.0000000e+00	
   4.5000000e+01	  -2.4148952e+03	   1.0000000e+00	
   5.0000000e+01	  -2.4129479e+03	   1.0000000e+00	
   5.5000000e+01	  -2.4097622e+03	   1.0000000e+00	
   6.0000000e+01	  -2.4065460e+03	   1.0000000e+00	
   6.5000000e+01	  -2.4047796e+03	   1.0000000e+00	
   7.0000000e+01	  -2.4050708e+03	   1.0000000e+00	
   7.5000000e+01	  -2.4077723e+03	   1.0000000e+00	
   8.0000000e+01	  -2.4117943e+03	   1.0000000e+00	
   8.5000000e+01	  -2.4157918e+03	   1.0000000e+00	
   9.0000000e+01	  -2.4181792e+03	   1.0000000e+00	
   9.5000000e+01	  -2.4184875e+03	   1.0000000e+00	
   1.0000000e+02	  -2.4172561e+03	   1.0000000e+00	
   1.0500000e+02	  -2.4153892e+03	   1.0000000e+00	
   1.1000000e+02	  -2.4134376e+03	   1.0000000e+00	
   1.1500000e+02	  -2.4129268e+03	   1.0000000e+00	
   1.2000000e+02	  -2.4136797e+03	   1.0000000e+00	
   1.2500000e+02	  -2.4150312e+03	   1.0000000e+00	
   1.3000000e+02	  -2.4160831e+03	   1.0000000e+00	
   1.3500000e+02	  -2.4150260e+03	   1.0000000e+00	
   1.4000000e+02	  -2.4126884e+03	   1.0000000e+00	
   1.4500000e+02	  -2.4095220e+03	   1.0000000e+00	
   1.5000000e+02	  -2.4063170e+03	   1.0000000e+00	
   1.5500000e+02	  -2.4045504e+03	   1.0000000e+00	
   1.6000000e+02	  -2.4051885e+03	   1.0000000e+00	
   1.6500000e+02	  -2.4080228e+03	   1.0000000e+00	
   1.7000000e+02	  -2.4120725e+03	   1.0000000e+00	
   1.7500000e+02	  -2.4159130e+03	   1.0000000e+00	
   1.8000000e+02	  -2.4183575e+03	   1.0000000e+00	
   1.8500000e+02	  -2.4186426e+03	   1.0000000e+00	
   1.9000000e+02	  -2.4172840e+03	   1.0000000e+00	
   1.9500000e+02	  -2.4151636e+03	   1.0000000e+00	
   2.0000000e+02	  -2.4133804e+03	   1.0000000e+00	
   2.0500000e+02	  -2.4129109e+03	   1.0000000e+00	
   2.1000000e+02	  -2.4138798e+03	   1.0000000e+00	
   2.1500000e+02	  -2.4153711e+03	   1.0000000e+00	
   2.2000000e+02	  -2.4159234e+03	   1.0000000e+00	
   2.2500000e+02	  -2.4151251e+03	   1.0000000e+00	
   2.3000000e+02	  -2.4126497e+03	   1.0000000e+00	
   2.3500000e+02	  -2.4092440e+03	   1.0000000e+00	
   2.4000000e+02	  -2.4061628e+03	   1.0000000e+00	
   2.4500000e+02	  -2.4044994e+03	   1.0000000e+00	
   2.5000000e+02	  -2.4053045e+03	   1.0000000e+00	
   2.5500000e+02	  -2.4082178e+03	   1.0000000e+00	
   2.6000000e+02	  -2.4122999e+03	   1.0000000e+00	
   2.6500000e+02	  -2.4160592e+03	   1.0000000e+00	
   2.7000000e+02	  -2.4183608e+03	   1.0000000e+00	
   2.7500000e+02	  -2.4185818e+03	   1.0000000e+00	
   2.8000000e+02	  -2.4171358e+03	   1.0000000e+00	
   2.8500000e+02	  -2.4148981e+03	   1.0000000e+00	
   2.9000000e+02	  -2.4132808e+03	   1.0000000e+00	
   2.9500000e+02	  -2.4128288e+03	   1.0000000e+00	
   3.0000000e+02	  -2.4137381e+03	   1.0000000e+00	
   3.0500000e+02	  -2.4153130e+03	   1.0000000e+00	
   3.1000000e+02	  -2.4159061e+03	   1.0000000e+00	
   3.1500000e+02	  -2.4149424e+03	   1.0000000e+00	
   3.2000000e+02	  -2.4124959e+03	   1.0000000e+00	
   3.2500000e+02	  -2.4089829e+03	   1.0000000e+00	
   3.3000000e+02	  -2.4058713e+03	   1.0000000e+00	
   3.3500000e+02	  -2.4042898e+03	   1.0000000e+00	
   3.4000000e+02	  -2.4051741e+03	   1.0000000e+00	
